location,date,total_cases,new_cases,log_new_cases,new_cases_smoothed,total_deaths,new_deaths,log_new_Deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,new_tests_s,,,log_new_test,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case
Belgium,03/12/2020,584857,2605,3.415807728,2475,17033,122,2.086359831,116.286,50463.881,224.77,213.553,1469.678,10.527,10.034,786,67.819,3417,294.833,,,,,34149,29650,,,4.472024698,6046949,521.756,2.947,29650,2.558,0.088,11.4
Belgium,04/12/2020,587439,2582,3.411956238,2372.857,17142,109,2.037426498,114.714,50686.666,222.786,204.74,1479.083,9.405,9.898,789,68.078,3348,288.879,,,,,36074,29992.71429,,,4.47701577,6083023,524.868,3.113,29993,2.588,0.088,11.4
Belgium,05/12/2020,589942,2503,3.39846085,2213.429,17254,112,2.049218023,113.286,50902.636,215.969,190.984,1488.746,9.664,9.775,758,65.403,3163,272.917,,,,,24726,29860,,,4.475089803,6107749,527.002,2.133,29860,2.576,0.086,11.6
Belgium,06/12/2020,591756,1814,3.258637283,2165.286,17320,66,1.819543936,110.429,51059.155,156.519,186.83,1494.441,5.695,9.528,744,64.195,3210,276.972,5725.244,493.998,1338.487,115.49,10537,29990,,,4.476976466,6118286,527.911,0.909,29990,2.588,0.087,11.5
Belgium,07/12/2020,592615,859,2.933993164,2181.429,17386,66,1.819543936,105.857,51133.273,74.118,188.223,1500.136,5.695,9.134,724,62.47,3272,282.322,,,,,26604,30429.14286,,,4.483289719,6144890,530.207,2.296,30429,2.626,0.086,11.6
Belgium,08/12/2020,594572,1957,3.291590826,2194.286,17507,121,2.08278537,103,51302.131,168.858,189.332,1510.576,10.44,8.887,677,58.414,3136,270.587,,,,,45892,30654.14286,,,4.486489177,6190782,534.166,3.96,30654,2.645,0.084,11.9
Belgium,09/12/2020,597643,3071,3.487279816,2198.714,17603,96,1.982271233,98.857,51567.11,264.979,189.714,1518.86,8.283,8.53,662,57.12,3034,261.786,,,,,41507,31355.57143,,,4.49631472,6232289,537.748,3.581,31356,2.706,0.083,12
Belgium,10/12/2020,600397,2754,3.439963936,2220,17692,89,1.949390007,94.143,51804.736,237.627,191.551,1526.539,7.679,8.123,658,56.775,2961,255.487,,,,,38045,31912.14286,,,4.503955967,6270334,541.03,3.283,31912,2.753,0.082,12.2
Belgium,11/12/2020,600397,0,#NUM!,1851.143,17692,0,#NUM!,78.571,51804.736,0,159.724,1526.539,0,6.779,646,55.74,2896,249.879,,,,,38555,32266.57143,,,4.508752821,6308889,544.357,3.327,32267,2.784,0.081,12.3
Belgium,12/12/2020,603159,2762,3.441223674,1888.143,17792,100,2,76.857,52043.053,238.317,162.917,1535.167,8.628,6.632,627,54.1,2770,239.007,,,,,29927,33009.57143,,,4.518639886,6338816,546.939,2.582,33010,2.848,0.082,12.2
Belgium,13/12/2020,608137,4978,3.697054892,2340.143,17951,159,2.201397124,90.143,52472.575,429.522,201.917,1548.887,13.719,7.778,617,53.237,2861,246.859,4664.976,402.513,1312.183,113.221,13636,33452.28571,,,4.524425797,6352452,548.116,1.177,33452,2.886,0.082,12.2
Belgium,14/12/2020,609211,1074,3.031004281,2370.857,18054,103,2.012837225,95.429,52565.245,92.669,204.567,1557.774,8.887,8.234,615,53.065,2888,249.189,,,,,31456,34145.42857,,,4.533332568,6383908,550.83,2.714,34145,2.946,0.081,12.3
Belgium,15/12/2020,611422,2211,3.344588743,2407.143,18178,124,2.093421685,95.857,52756.019,190.774,207.698,1568.473,10.699,8.271,594,51.253,2772,239.18,,,,,52938,35152,,,4.54595004,6436846,555.398,4.568,35152,3.033,0.082,12.2
Belgium,16/12/2020,615058,3636,3.560623875,2487.857,18278,100,2,96.429,53069.748,313.729,214.663,1577.101,8.628,8.32,571,49.268,2707,233.571,,,,,50557,36444.85714,,,4.561636252,6487403,559.76,4.362,36445,3.145,0.08,12.5
Belgium,17/12/2020,618204,3146,3.497758718,2543.857,18371,93,1.968482949,97,53341.198,271.45,219.495,1585.126,8.024,8.37,562,48.492,2683,231.5,,,,,46212,37611.57143,,,4.575321479,6533615,563.747,3.987,37612,3.245,0.079,12.7
Belgium,18/12/2020,621039,2835,3.452553063,2948.857,18455,84,1.924279286,109,53585.813,244.616,254.44,1592.374,7.248,9.405,547,47.197,2616,225.719,,,,,42261,38141,,,4.581392075,6575876,567.394,3.646,38141,3.291,0.078,12.8
Belgium,19/12/2020,623760,2721,3.434728542,2943,18545,90,1.954242509,107.571,53820.593,234.779,253.934,1600.139,7.766,9.282,541,46.68,2523,217.695,,,,,32869,38561.28571,,,4.586151506,6608745,570.23,2.836,38561,3.327,0.076,13.2
Belgium,20/12/2020,625930,2170,3.336459734,2541.857,18626,81,1.908485019,96.429,54007.829,187.237,219.322,1607.128,6.989,8.32,543,46.852,2538,218.989,4019.507,346.82,1269.691,109.554,14431,38674.85714,,,4.587428718,6623176,571.475,1.245,38675,3.337,0.076,13.2
Belgium,21/12/2020,626911,981,2.991669007,2528.571,18697,71,1.851258349,91.857,54092.474,84.645,218.176,1613.254,6.126,7.926,546,47.111,2610,225.202,,,,,32477,38820.71429,,,4.589063522,6655653,574.277,2.802,38821,3.35,0.075,13.3
Belgium,22/12/2020,629109,2198,3.342027688,2526.714,18821,124,2.093421685,91.857,54282.126,189.653,218.015,1623.954,10.699,7.926,536,46.248,2557,220.629,,,,,51759,38652.28571,,,4.587175181,6707412,578.743,4.466,38652,3.335,0.074,13.5
Belgium,23/12/2020,632321,3212,3.506775537,2466.143,18939,118,2.071882007,94.429,54559.271,277.145,212.789,1634.135,10.182,8.148,512,44.177,2471,213.208,,,,,41190,37314.14286,,,4.57187347,6748602,582.297,3.554,37314,3.22,0.074,13.5
Belgium,24/12/2020,634904,2583,3.412124406,2385.714,19038,99,1.995635195,95.286,54782.143,222.872,205.849,1642.677,8.542,8.222,514,44.35,2447,211.137,,,,,36868,35979.28571,,,4.556052537,6785470,585.478,3.181,35979,3.104,0.074,13.5
Belgium,25/12/2020,637246,2342,3.369586891,2315.286,19089,51,1.707570176,90.571,54984.22,202.077,199.772,1647.078,4.4,7.815,511,44.091,2284,197.073,,,,,13052,31806.57143,,,4.502516857,6798522,586.605,1.126,31807,2.744,0.074,13.5
Belgium,26/12/2020,638030,784,2.894316063,2038.571,19158,69,1.838849091,87.571,55051.867,67.647,175.896,1653.031,5.954,7.556,493,42.538,2286,197.246,,,,,17853,29661.42857,,,4.472192064,6816375,588.145,1.54,29661,2.559,0.072,13.9
Belgium,27/12/2020,638877,847,2.92788341,1849.571,19200,42,1.62324929,82,55124.95,73.083,159.589,1656.655,3.624,7.075,491,42.366,2359,203.544,3645.176,314.521,1136.146,98.031,13419,29516.85714,,,4.470070113,6829794,589.303,1.158,29517,2.547,0.071,14.1
Belgium,28/12/2020,639734,857,2.932980822,1831.857,19234,34,1.531478917,76.714,55198.895,73.946,158.06,1659.589,2.934,6.619,510,44.005,2440,210.533,,,,,29040,29025.85714,,,4.462785053,6858834,591.809,2.506,29026,2.504,0.07,14.3
Belgium,29/12/2020,641411,1677,3.224533063,1757.429,19361,127,2.103803721,77.143,55343.594,144.698,151.638,1670.547,10.958,6.656,498,42.969,2416,208.462,,,,,41401,27546.14286,,,4.440060795,6900235,595.381,3.572,27546,2.377,0.072,13.9
Belgium,30/12/2020,644242,2831,3.451939869,1703,19441,80,1.903089987,71.714,55587.864,244.27,146.942,1677.45,6.903,6.188,495,42.711,2334,201.387,,,,,32632,26323.57143,,,4.420344811,6932867,598.196,2.816,26324,2.271,0.073,13.7
Belgium,31/12/2020,646496,2254,3.352953912,1656,19528,87,1.939519253,70,55782.349,194.484,142.887,1684.957,7.507,6.04,493,42.538,2188,188.79,,,,,30395,25398.85714,,,4.404814175,6963262,600.819,2.623,25399,2.192,0.072,13.9
