iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,new_vaccinations,total_vaccinations_per_hundred,new_vaccinations_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
CHN,Asia,China,12/08/2020,89045,87,102.429,4697,4,2.857,61.866,0.06,0.071,3.263,0.003,0.002,0.74,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,13/08/2020,89144,99,97.714,4700,3,2.857,61.935,0.069,0.068,3.265,0.002,0.002,0.73,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,14/08/2020,89214,70,90.571,4701,1,2.857,61.983,0.049,0.063,3.266,0.001,0.002,0.71,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,15/08/2020,89279,65,86.714,4703,2,3.143,62.028,0.045,0.06,3.268,0.001,0.002,0.69,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,16/08/2020,89375,96,83.143,4703,0,2.429,62.095,0.067,0.058,3.268,0,0.002,0.68,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,17/08/2020,89441,66,76.429,4703,0,2,62.141,0.046,0.053,3.268,0,0.001,0.66,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,18/08/2020,89494,53,76.571,4705,2,1.714,62.178,0.037,0.053,3.269,0.001,0.001,0.63,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,19/08/2020,89527,33,68.857,4706,1,1.286,62.201,0.023,0.048,3.27,0.001,0.001,0.61,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,20/08/2020,89567,40,60.429,4709,3,1.286,62.229,0.028,0.042,3.272,0.002,0.001,0.6,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,21/08/2020,89616,49,57.429,4709,0,1.143,62.263,0.034,0.04,3.272,0,0.001,0.6,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,22/08/2020,89654,38,53.571,4711,2,1.143,62.289,0.026,0.037,3.273,0.001,0.001,0.59,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,23/08/2020,89695,41,45.714,4711,0,1.143,62.317,0.028,0.032,3.273,0,0.001,0.59,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,24/08/2020,89718,23,39.571,4711,0,1.143,62.333,0.016,0.027,3.273,0,0.001,0.58,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,25/08/2020,89752,34,36.857,4712,1,1,62.357,0.024,0.026,3.274,0.001,0.001,0.59,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,26/08/2020,89784,32,36.714,4713,1,1,62.379,0.022,0.026,3.274,0.001,0.001,0.59,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,27/08/2020,89814,30,35.286,4715,2,0.857,62.4,0.021,0.025,3.276,0.001,0.001,0.6,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,28/08/2020,89836,22,31.429,4718,3,1.286,62.415,0.015,0.022,3.278,0.002,0.001,0.61,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,29/08/2020,89863,27,29.857,4721,3,1.429,62.434,0.019,0.021,3.28,0.002,0.001,0.62,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,30/08/2020,89895,32,28.571,4722,1,1.571,62.456,0.022,0.02,3.281,0.001,0.001,0.63,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,31/08/2020,89914,19,28,4723,1,1.714,62.47,0.013,0.019,3.281,0.001,0.001,0.64,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,01/09/2020,89933,19,25.857,4724,1,1.714,62.483,0.013,0.018,3.282,0.001,0.001,0.65,,,,,,,,,,,,,,,,,,,,,,78.24,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,02/09/2020,89953,20,24.143,4727,3,2,62.497,0.014,0.017,3.284,0.002,0.001,0.67,,,,,,,,,,,,,,,,,,,,,,55.09,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,03/09/2020,89986,33,24.571,4728,1,1.857,62.52,0.023,0.017,3.285,0.001,0.001,0.7,,,,,,,,,,,,,,,,,,,,,,55.09,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,04/09/2020,90008,22,24.571,4728,0,1.429,62.535,0.015,0.017,3.285,0,0.001,0.71,,,,,,,,,,,,,,,,,,,,,,46.76,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,05/09/2020,90025,17,23.143,4728,0,1,62.547,0.012,0.016,3.285,0,0.001,0.72,,,,,,,,,,,,,,,,,,,,,,46.76,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,06/09/2020,90058,33,23.286,4730,2,1.143,62.57,0.023,0.016,3.286,0.001,0.001,0.75,,,,,,,,,,,,,,,,,,,,,,46.76,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,07/09/2020,90078,20,23.429,4732,2,1.286,62.584,0.014,0.016,3.288,0.001,0.001,0.75,,,,,,,,,,,,,,,,,,,,,,46.76,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,08/09/2020,90087,9,22,4733,1,1.286,62.59,0.006,0.015,3.288,0.001,0.001,0.75,,,,,,,,,,,,,,,,,,,,,,46.76,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,09/09/2020,90100,13,21,4733,0,0.857,62.599,0.009,0.015,3.288,0,0.001,0.78,,,,,,,,,,,,,,,,,,,,,,46.76,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,10/09/2020,90127,27,20.143,4733,0,0.714,62.618,0.019,0.014,3.288,0,0,0.82,,,,,,,,,,,,,,,,,,,,,,46.76,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,11/09/2020,90145,18,19.571,4733,0,0.714,62.63,0.013,0.014,3.288,0,0,0.85,,,,,,,,,,,,,,,,,,,,,,46.76,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,12/09/2020,90168,23,20.429,4734,1,0.857,62.646,0.016,0.014,3.289,0.001,0.001,0.88,,,,,,,,,,,,,,,,,,,,,,46.76,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,13/09/2020,90197,29,19.857,4734,0,0.571,62.666,0.02,0.014,3.289,0,0,0.9,,,,,,,,,,,,,,,,,,,,,,46.76,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,14/09/2020,90219,22,20.143,4735,1,0.429,62.682,0.015,0.014,3.29,0.001,0,0.91,,,,,,,,,,,,,,,,,,,,,,46.76,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,15/09/2020,90235,16,21.143,4736,1,0.429,62.693,0.011,0.015,3.29,0.001,0,0.92,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,16/09/2020,90253,18,21.857,4736,0,0.429,62.705,0.013,0.015,3.29,0,0,0.94,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,17/09/2020,90294,41,23.857,4736,0,0.429,62.734,0.028,0.017,3.29,0,0,0.97,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,18/09/2020,90311,17,23.714,4737,1,0.571,62.745,0.012,0.016,3.291,0.001,0,0.95,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,19/09/2020,90334,23,23.714,4737,0,0.429,62.761,0.016,0.016,3.291,0,0,0.94,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,20/09/2020,90369,35,24.571,4737,0,0.429,62.786,0.024,0.017,3.291,0,0,0.94,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,21/09/2020,90381,12,23.143,4737,0,0.286,62.794,0.008,0.016,3.291,0,0,0.9,,,,,,,,,,,,,,,,,,,,,,75.46,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,22/09/2020,90399,18,23.429,4737,0,0.143,62.807,0.013,0.016,3.291,0,0,0.89,,,,,,,,,,,,,,,,,,,,,,71.76,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,23/09/2020,90409,10,22.286,4738,1,0.286,62.814,0.007,0.015,3.292,0.001,0,0.88,,,,,,,,,,,,,,,,,,,,,,63.43,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,24/09/2020,90424,15,18.571,4738,0,0.286,62.824,0.01,0.013,3.292,0,0,0.89,,,,,,,,,,,,,,,,,,,,,,63.43,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,25/09/2020,90441,17,18.571,4739,1,0.286,62.836,0.012,0.013,3.293,0.001,0,0.92,,,,,,,,,,,,,,,,,,,,,,63.43,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,26/09/2020,90456,15,17.429,4739,0,0.286,62.846,0.01,0.012,3.293,0,0,0.94,,,,,,,,,,,,,,,,,,,,,,54.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,27/09/2020,90483,27,16.286,4739,0,0.286,62.865,0.019,0.011,3.293,0,0,0.98,,,,,,,,,,,,,,,,,,,,,,54.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,28/09/2020,90505,22,17.714,4739,0,0.286,62.88,0.015,0.012,3.293,0,0,1,,,,,,,,,,,,,,,,,,,,,,54.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,29/09/2020,90528,23,18.429,4739,0,0.286,62.896,0.016,0.013,3.293,0,0,1.01,,,,,,,,,,,,,,,,,,,,,,54.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,30/09/2020,90545,17,19.429,4739,0,0.143,62.908,0.012,0.013,3.293,0,0,1.01,,,,,,,,,,,,,,,,,,,,,,54.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,01/10/2020,90567,22,20.429,4739,0,0.143,62.923,0.015,0.014,3.293,0,0,1.02,,,,,,,,,,,,,,,,,,,,,,54.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,02/10/2020,90584,17,20.429,4739,0,0,62.935,0.012,0.014,3.293,0,0,1.02,,,,,,,,,,,,,,,,,,,,,,54.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,03/10/2020,90604,20,21.143,4739,0,0,62.949,0.014,0.015,3.293,0,0,1.04,,,,,,,,,,,,,,,,,,,,,,54.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,04/10/2020,90629,25,20.857,4739,0,0,62.966,0.017,0.014,3.293,0,0,1.07,,,,,,,,,,,,,,,,,,,,,,54.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,05/10/2020,90652,23,21,4739,0,0,62.982,0.016,0.015,3.293,0,0,1.07,,,,,,,,,,,,,,,,,,,,,,54.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,06/10/2020,90667,15,19.857,4739,0,0,62.993,0.01,0.014,3.293,0,0,1.08,,,,,,,,,,,,,,,,,,,,,,54.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,07/10/2020,90687,20,20.286,4739,0,0,63.007,0.014,0.014,3.293,0,0,1.11,,,,,,,,,,,,,,,,,,,,,,54.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,08/10/2020,90728,41,23,4739,0,0,63.035,0.028,0.016,3.293,0,0,1.14,,,,,,,,,,,,,,,,,,,,,,54.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,09/10/2020,90751,23,23.857,4739,0,0,63.051,0.016,0.017,3.293,0,0,1.12,,,,,,,,,,,,,,,,,,,,,,54.17,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,10/10/2020,90778,27,24.857,4739,0,0,63.07,0.019,0.017,3.293,0,0,1.12,,,,,,,,,,,,,,,,,,,,,,52.31,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,11/10/2020,90812,34,26.143,4739,0,0,63.094,0.024,0.018,3.293,0,0,1.11,,,,,,,,,,,,,,,,,,,,,,52.31,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,12/10/2020,90830,18,25.429,4739,0,0,63.106,0.013,0.018,3.293,0,0,1.08,,,,,,,,,,,,,,,,,,,,,,61.57,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,13/10/2020,90858,28,27.286,4739,0,0,63.125,0.019,0.019,3.293,0,0,1.07,,,,,,,,,,,,,,,,,,,,,,61.57,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,14/10/2020,90869,11,26,4739,0,0,63.133,0.008,0.018,3.293,0,0,1.05,,,,,,,,,,,,,,,,,,,,,,61.57,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,15/10/2020,90905,36,25.286,4739,0,0,63.158,0.025,0.018,3.293,0,0,1.07,,,,,,,,,,,,,,,,,,,,,,61.57,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,16/10/2020,90925,20,24.857,4739,0,0,63.172,0.014,0.017,3.293,0,0,1.06,,,,,,,,,,,,,,,,,,,,,,61.57,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,17/10/2020,90955,30,25.286,4739,0,0,63.193,0.021,0.018,3.293,0,0,1.06,,,,,,,,,,,,,,,,,,,,,,61.57,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,18/10/2020,90972,17,22.857,4739,0,0,63.205,0.012,0.016,3.293,0,0,1.06,,,,,,,,,,,,,,,,,,,,,,61.57,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,19/10/2020,91006,34,25.143,4739,0,0,63.228,0.024,0.017,3.293,0,0,1.07,,,,,,,,,,,,,,,,,,,,,,61.57,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,20/10/2020,91022,16,23.429,4739,0,0,63.239,0.011,0.016,3.293,0,0,1.06,,,,,,,,,,,,,,,,,,,,,,61.57,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,21/10/2020,91044,22,25,4739,0,0,63.255,0.015,0.017,3.293,0,0,1.08,,,,,,,,,,,,,,,,,,,,,,61.57,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,22/10/2020,91073,29,24,4739,0,0,63.275,0.02,0.017,3.293,0,0,1.1,,,,,,,,,,,,,,,,,,,,,,61.57,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,23/10/2020,91108,35,26.143,4739,0,0,63.299,0.024,0.018,3.293,0,0,1.11,,,,,,,,,,,,,,,,,,,,,,61.57,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,24/10/2020,91128,20,24.714,4739,0,0,63.313,0.014,0.017,3.293,0,0,1.11,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,25/10/2020,91151,23,25.571,4739,0,0,63.329,0.016,0.018,3.293,0,0,1.13,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,26/10/2020,91175,24,24.143,4739,0,0,63.346,0.017,0.017,3.293,0,0,1.16,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,27/10/2020,91222,47,28.571,4739,0,0,63.378,0.033,0.02,3.293,0,0,1.2,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,28/10/2020,91271,49,32.429,4739,0,0,63.412,0.034,0.023,3.293,0,0,1.2,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,29/10/2020,91299,28,32.286,4739,0,0,63.432,0.019,0.022,3.293,0,0,1.17,,,,,,,,,,,,,,,,,,,,,,81.94,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,30/10/2020,91339,40,33,4739,0,0,63.46,0.028,0.023,3.293,0,0,1.16,,,,,,,,,,,,,,,,,,,,,,68.98,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,31/10/2020,91366,27,34,4739,0,0,63.478,0.019,0.024,3.293,0,0,1.14,,,,,,,,,,,,,,,,,,,,,,63.43,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,01/11/2020,91397,31,35.143,4739,0,0,63.5,0.022,0.024,3.293,0,0,1.13,,,,,,,,,,,,,,,,,,,,,,63.43,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,02/11/2020,91452,55,39.571,4739,0,0,63.538,0.038,0.027,3.293,0,0,1.13,,,,,,,,,,,,,,,,,,,,,,63.43,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,03/11/2020,91478,26,36.571,4739,0,0,63.556,0.018,0.025,3.293,0,0,1.1,,,,,,,,,,,,,,,,,,,,,,63.43,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,04/11/2020,91509,31,34,4740,1,0.143,63.578,0.022,0.024,3.293,0.001,0,1.08,,,,,,,,,,,,,,,,,,,,,,63.43,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,05/11/2020,91552,43,36.143,4741,1,0.286,63.608,0.03,0.025,3.294,0.001,0,1.08,,,,,,,,,,,,,,,,,,,,,,63.43,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,06/11/2020,91591,39,36,4741,0,0.286,63.635,0.027,0.025,3.294,0,0,1.06,,,,,,,,,,,,,,,,,,,,,,63.43,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,07/11/2020,91622,31,36.571,4741,0,0.286,63.656,0.022,0.025,3.294,0,0,1.04,,,,,,,,,,,,,,,,,,,,,,63.43,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,08/11/2020,91665,43,38.286,4741,0,0.286,63.686,0.03,0.027,3.294,0,0,1.02,,,,,,,,,,,,,,,,,,,,,,63.43,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,09/11/2020,91693,28,34.429,4741,0,0.286,63.706,0.019,0.024,3.294,0,0,1,,,,,,,,,,,,,,,,,,,,,,63.43,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,10/11/2020,91719,26,34.429,4742,1,0.429,63.724,0.018,0.024,3.295,0.001,0,0.98,,,,,,,,,,,,,,,,,,,,,,63.43,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,11/11/2020,91752,33,34.714,4742,0,0.286,63.747,0.023,0.024,3.295,0,0,0.98,,,,,,,,,,,,,,,,,,,,,,63.43,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,12/11/2020,91783,31,33,4742,0,0.143,63.768,0.022,0.023,3.295,0,0,0.97,,,,,,,,,,,,,,,,,,,,,,63.43,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
CHN,Asia,China,13/11/2020,91807,24,30.857,4742,0,0.143,63.785,0.017,0.021,3.295,0,0,0.97,,,,,,,,,,,,,,,,,,,,,,63.43,1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.752
